time_utc,spi_close,cfd_mid_close,diff,cfd_spread
2026-01-05T23:19:00+00:00,8773.000000,8715.400000,57.600000,3.000000
2026-01-05T23:31:00+00:00,8764.000000,8714.400000,49.600000,3.000000
2026-01-05T23:44:00+00:00,8753.000000,8711.900000,41.100000,3.000000
2026-01-05T23:57:00+00:00,8742.000000,8716.300000,25.700000,3.000000
2026-01-06T00:10:00+00:00,8718.000000,8717.700000,0.300000,3.000000
2026-01-06T00:22:00+00:00,8722.000000,8710.700000,11.300000,3.000000
2026-01-06T00:35:00+00:00,8729.000000,8714.200000,14.800000,3.000000
2026-01-06T00:48:00+00:00,8729.000000,8720.300000,8.700000,3.000000
2026-01-06T01:00:00+00:00,8719.000000,8718.400000,0.600000,3.000000
2026-01-06T01:12:00+00:00,8714.000000,8726.000000,-12.000000,3.000000
2026-01-06T01:24:00+00:00,8735.000000,8723.300000,11.700000,3.000000
2026-01-06T01:36:00+00:00,8738.000000,8734.300000,3.700000,3.000000
2026-01-06T01:48:00+00:00,8736.000000,8736.500000,-0.500000,3.000000
2026-01-06T02:00:00+00:00,8729.000000,8735.600000,-6.600000,3.000000
2026-01-06T02:12:00+00:00,8723.000000,8728.700000,-5.700000,3.000000
2026-01-06T02:24:00+00:00,8719.000000,8736.300000,-17.300000,3.000000
2026-01-06T02:36:00+00:00,8717.000000,8738.800000,-21.800000,3.000000
2026-01-06T02:48:00+00:00,8720.000000,8742.900000,-22.900000,3.000000
2026-01-06T03:00:00+00:00,8725.000000,8751.400000,-26.400000,3.000000
2026-01-06T03:12:00+00:00,8716.000000,8756.400000,-40.400000,3.000000
2026-01-06T03:25:00+00:00,8728.000000,8757.500000,-29.500000,3.000000
2026-01-06T03:37:00+00:00,8723.000000,8758.300000,-35.300000,3.000000
2026-01-06T03:49:00+00:00,8718.000000,8762.300000,-44.300000,3.000000
2026-01-06T04:01:00+00:00,8720.000000,8761.000000,-41.000000,3.000000
2026-01-06T04:13:00+00:00,8721.000000,8765.100000,-44.100000,3.000000
2026-01-06T04:25:00+00:00,8724.000000,8764.500000,-40.500000,3.000000
2026-01-06T04:37:00+00:00,8718.000000,8765.700000,-47.700000,3.000000
2026-01-06T04:51:00+00:00,8715.000000,8761.700000,-46.700000,3.000000
2026-01-06T05:03:00+00:00,8714.000000,8766.900000,-52.900000,3.000000
2026-01-06T05:15:00+00:00,8709.000000,8764.600000,-55.600000,3.000000
2026-01-06T05:29:00+00:00,8705.000000,8765.700000,-60.700000,3.000000
2026-01-06T06:21:00+00:00,8709.000000,8770.800000,-61.800000,3.000000
2026-01-06T06:33:00+00:00,8715.000000,8771.500000,-56.500000,3.000000
2026-01-06T06:46:00+00:00,8715.000000,8768.500000,-53.500000,3.000000
2026-01-06T06:59:00+00:00,8714.000000,8766.500000,-52.500000,3.000000
2026-01-06T07:13:00+00:00,8715.000000,8765.500000,-50.500000,3.000000
2026-01-06T07:29:00+00:00,8711.000000,8766.700000,-55.700000,3.000000
2026-01-06T07:41:00+00:00,8711.000000,8766.800000,-55.800000,3.000000
2026-01-06T07:55:00+00:00,8711.000000,8770.000000,-59.000000,3.000000
2026-01-06T08:07:00+00:00,8708.000000,8774.500000,-66.500000,4.000000
2026-01-06T08:19:00+00:00,8704.000000,8773.600000,-69.600000,4.000000
2026-01-06T08:31:00+00:00,8698.000000,8773.800000,-75.800000,4.000000
2026-01-06T08:46:00+00:00,8705.000000,8773.000000,-68.000000,4.000000
2026-01-06T09:02:00+00:00,8708.000000,8772.600000,-64.600000,4.000000
2026-01-06T09:14:00+00:00,8713.000000,8773.300000,-60.300000,4.000000
2026-01-06T09:29:00+00:00,8709.000000,8772.800000,-63.800000,4.000000
2026-01-06T09:46:00+00:00,8709.000000,8773.200000,-64.200000,4.000000
2026-01-06T09:59:00+00:00,8706.000000,8773.400000,-67.400000,2.000000
2026-01-06T10:11:00+00:00,8711.000000,8755.700000,-44.700000,1.000000
2026-01-06T10:23:00+00:00,8707.000000,8747.900000,-40.900000,1.000000
2026-01-06T10:35:00+00:00,8708.000000,8739.300000,-31.300000,1.000000
2026-01-06T10:47:00+00:00,8707.000000,8729.400000,-22.400000,1.000000
2026-01-06T10:59:00+00:00,8708.000000,8719.800000,-11.800000,1.000000
2026-01-06T11:11:00+00:00,8713.000000,8696.400000,16.600000,1.000000
2026-01-06T11:23:00+00:00,8714.000000,8701.400000,12.600000,1.000000
2026-01-06T11:35:00+00:00,8714.000000,8704.300000,9.700000,1.000000
2026-01-06T11:47:00+00:00,8713.000000,8706.200000,6.800000,1.000000
2026-01-06T11:59:00+00:00,8712.000000,8695.300000,16.700000,1.000000
2026-01-06T12:11:00+00:00,8715.000000,8689.200000,25.800000,1.000000
2026-01-06T12:23:00+00:00,8713.000000,8705.300000,7.700000,1.000000
2026-01-06T12:35:00+00:00,8713.000000,8713.700000,-0.700000,1.000000
2026-01-06T12:47:00+00:00,8720.000000,8712.300000,7.700000,1.000000
2026-01-06T12:59:00+00:00,8721.000000,8705.500000,15.500000,1.000000
2026-01-06T13:11:00+00:00,8721.000000,8701.500000,19.500000,1.000000
2026-01-06T13:23:00+00:00,8720.000000,8697.800000,22.200000,1.000000
2026-01-06T13:35:00+00:00,8726.000000,8694.200000,31.800000,1.000000
2026-01-06T13:47:00+00:00,8721.000000,8692.200000,28.800000,1.000000
2026-01-06T13:59:00+00:00,8719.000000,8696.300000,22.700000,1.000000
2026-01-06T14:11:00+00:00,8720.000000,8692.300000,27.700000,1.000000
2026-01-06T14:23:00+00:00,8720.000000,8701.300000,18.700000,1.000000
2026-01-06T14:35:00+00:00,8731.000000,8698.500000,32.500000,1.000000
2026-01-06T14:47:00+00:00,8738.000000,8697.100000,40.900000,1.000000
2026-01-06T15:00:00+00:00,8742.000000,8695.300000,46.700000,1.000000
2026-01-06T15:12:00+00:00,8744.000000,8700.200000,43.800000,1.000000
2026-01-06T15:25:00+00:00,8745.000000,8700.200000,44.800000,1.000000
2026-01-06T15:37:00+00:00,8731.000000,8694.100000,36.900000,1.000000
2026-01-06T15:49:00+00:00,8735.000000,8694.300000,40.700000,1.000000
2026-01-06T16:01:00+00:00,8729.000000,8690.700000,38.300000,2.000000
2026-01-06T16:13:00+00:00,8730.000000,8684.800000,45.200000,2.000000
2026-01-06T16:25:00+00:00,8734.000000,8682.400000,51.600000,2.000000
2026-01-06T16:37:00+00:00,8730.000000,8683.600000,46.400000,4.000000
2026-01-06T16:49:00+00:00,8734.000000,8683.200000,50.800000,4.000000
2026-01-06T17:02:00+00:00,8735.000000,8683.100000,51.900000,4.000000
2026-01-06T17:14:00+00:00,8741.000000,8680.800000,60.200000,3.000000
2026-01-06T17:28:00+00:00,8740.000000,8690.100000,49.900000,3.000000
2026-01-06T17:42:00+00:00,8743.000000,8694.800000,48.200000,3.000000
2026-01-06T18:01:00+00:00,8745.000000,8686.500000,58.500000,3.000000
2026-01-06T18:17:00+00:00,8749.000000,8690.300000,58.700000,3.000000
2026-01-06T18:33:00+00:00,8749.000000,8690.500000,58.500000,3.000000
2026-01-06T18:46:00+00:00,8747.000000,8686.800000,60.200000,3.000000
2026-01-06T19:01:00+00:00,8751.000000,8684.700000,66.300000,3.000000
2026-01-06T19:13:00+00:00,8753.000000,8683.000000,70.000000,3.000000
2026-01-06T19:25:00+00:00,8752.000000,8679.500000,72.500000,3.000000
2026-01-06T19:37:00+00:00,8752.000000,8679.200000,72.800000,3.000000
2026-01-06T19:49:00+00:00,8752.000000,8681.200000,70.800000,3.000000
2026-01-06T20:01:00+00:00,8754.000000,8684.300000,69.700000,3.000000
2026-01-06T20:13:00+00:00,8757.000000,8688.000000,69.000000,3.000000
2026-01-06T20:25:00+00:00,8757.000000,8686.200000,70.800000,3.000000
2026-01-06T20:37:00+00:00,8755.000000,8682.000000,73.000000,3.000000
2026-01-06T20:49:00+00:00,8751.000000,8688.200000,62.800000,3.000000
2026-01-06T22:51:00+00:00,8750.000000,8687.700000,62.300000,3.000000
2026-01-06T23:04:00+00:00,8741.000000,8690.100000,50.900000,3.000000
2026-01-06T23:18:00+00:00,8745.000000,8687.800000,57.200000,3.000000
2026-01-06T23:32:00+00:00,8741.000000,8686.300000,54.700000,3.000000
2026-01-06T23:45:00+00:00,8748.000000,8696.200000,51.800000,3.000000
2026-01-07T06:11:00+00:00,8729.000000,8727.600000,1.400000,3.000000
2026-01-07T06:25:00+00:00,8727.000000,8726.500000,0.500000,3.000000
2026-01-07T06:43:00+00:00,8720.000000,8728.400000,-8.400000,3.000000
2026-01-07T06:56:00+00:00,8720.000000,8727.400000,-7.400000,3.000000
2026-01-07T07:16:00+00:00,8721.000000,8731.800000,-10.800000,3.000000
2026-01-07T07:29:00+00:00,8724.000000,8732.300000,-8.300000,3.000000
2026-01-07T07:42:00+00:00,8730.000000,8728.400000,1.600000,3.000000
2026-01-07T07:56:00+00:00,8728.000000,8722.000000,6.000000,3.000000
2026-01-07T08:08:00+00:00,8729.000000,8724.100000,4.900000,4.000000
2026-01-07T08:21:00+00:00,8732.000000,8723.800000,8.200000,4.000000
2026-01-07T08:35:00+00:00,8724.000000,8724.200000,-0.200000,4.000000
2026-01-07T08:50:00+00:00,8731.000000,8724.700000,6.300000,4.000000
2026-01-07T09:09:00+00:00,8730.000000,8724.200000,5.800000,4.000000
2026-01-07T09:38:00+00:00,8735.000000,8724.200000,10.800000,4.000000
2026-01-07T09:55:00+00:00,8738.000000,8729.800000,8.200000,2.000000
2026-01-07T10:07:00+00:00,8741.000000,8716.600000,24.400000,1.000000
2026-01-07T10:19:00+00:00,8744.000000,8724.200000,19.800000,1.000000
2026-01-07T10:31:00+00:00,8739.000000,8720.100000,18.900000,1.000000
2026-01-07T10:43:00+00:00,8742.000000,8720.000000,22.000000,1.000000
2026-01-07T10:55:00+00:00,8742.000000,8723.500000,18.500000,1.000000
2026-01-07T11:07:00+00:00,8744.000000,8717.800000,26.200000,1.000000
2026-01-07T11:20:00+00:00,8743.000000,8706.600000,36.400000,1.000000
2026-01-07T11:32:00+00:00,8741.000000,8735.800000,5.200000,1.000000
2026-01-07T11:44:00+00:00,8740.000000,8719.700000,20.300000,1.000000
2026-01-07T11:56:00+00:00,8743.000000,8718.200000,24.800000,1.000000
2026-01-07T12:08:00+00:00,8740.000000,8723.800000,16.200000,1.000000
2026-01-07T12:20:00+00:00,8740.000000,8711.100000,28.900000,1.000000
2026-01-07T12:32:00+00:00,8739.000000,8719.100000,19.900000,1.000000
2026-01-07T12:44:00+00:00,8740.000000,8697.200000,42.800000,1.000000
2026-01-07T12:56:00+00:00,8740.000000,8706.100000,33.900000,1.000000
2026-01-07T13:08:00+00:00,8739.000000,8713.200000,25.800000,1.000000
2026-01-07T13:20:00+00:00,8741.000000,8719.600000,21.400000,1.000000
2026-01-07T13:33:00+00:00,8743.000000,8722.200000,20.800000,1.000000
2026-01-07T13:45:00+00:00,8741.000000,8722.500000,18.500000,1.000000
2026-01-07T13:57:00+00:00,8737.000000,8716.100000,20.900000,1.000000
2026-01-07T14:10:00+00:00,8735.000000,8710.500000,24.500000,1.000000
2026-01-07T14:22:00+00:00,8735.000000,8720.200000,14.800000,1.000000
2026-01-07T14:34:00+00:00,8727.000000,8716.200000,10.800000,1.000000
2026-01-07T14:46:00+00:00,8715.000000,8721.400000,-6.400000,1.000000
2026-01-07T14:59:00+00:00,8708.000000,8716.300000,-8.300000,1.000000
2026-01-07T15:11:00+00:00,8701.000000,8707.800000,-6.800000,1.000000
2026-01-07T15:23:00+00:00,8702.000000,8708.200000,-6.200000,1.000000
2026-01-07T15:35:00+00:00,8715.000000,8707.100000,7.900000,1.000000
2026-01-07T15:47:00+00:00,8719.000000,8709.900000,9.100000,1.000000
2026-01-07T15:59:00+00:00,8715.000000,8708.100000,6.900000,1.000000
2026-01-07T16:11:00+00:00,8721.000000,8698.600000,22.400000,2.000000
2026-01-07T16:23:00+00:00,8730.000000,8707.200000,22.800000,2.000000
2026-01-07T16:36:00+00:00,8727.000000,8706.100000,20.900000,4.000000
2026-01-07T16:48:00+00:00,8734.000000,8704.100000,29.900000,4.000000
2026-01-07T17:00:00+00:00,8734.000000,8704.100000,29.900000,4.000000
2026-01-07T17:12:00+00:00,8732.000000,8703.100000,28.900000,3.000000
2026-01-07T17:25:00+00:00,8732.000000,8704.300000,27.700000,3.000000
2026-01-07T17:38:00+00:00,8730.000000,8700.000000,30.000000,3.000000
2026-01-07T17:52:00+00:00,8724.000000,8698.400000,25.600000,3.000000
2026-01-07T18:06:00+00:00,8721.000000,8697.400000,23.600000,3.000000
2026-01-07T18:19:00+00:00,8715.000000,8700.000000,15.000000,3.000000
2026-01-07T18:35:00+00:00,8719.000000,8703.100000,15.900000,3.000000
2026-01-07T18:49:00+00:00,8724.000000,8707.100000,16.900000,3.000000
2026-01-07T19:02:00+00:00,8723.000000,8700.600000,22.400000,3.000000
2026-01-07T19:15:00+00:00,8718.000000,8705.800000,12.200000,3.000000
2026-01-07T19:27:00+00:00,8718.000000,8706.500000,11.500000,3.000000
2026-01-07T19:39:00+00:00,8724.000000,8704.600000,19.400000,3.000000
2026-01-07T19:51:00+00:00,8726.000000,8707.500000,18.500000,3.000000
2026-01-07T20:05:00+00:00,8724.000000,8706.300000,17.700000,3.000000
2026-01-07T20:17:00+00:00,8720.000000,8707.500000,12.500000,3.000000
2026-01-07T20:30:00+00:00,8715.000000,8709.500000,5.500000,3.000000
2026-01-07T20:44:00+00:00,8719.000000,8709.800000,9.200000,3.000000
2026-01-07T20:56:00+00:00,8723.000000,8715.400000,7.600000,3.000000
2026-01-07T22:59:00+00:00,8732.000000,8718.300000,13.700000,3.000000
2026-01-07T23:11:00+00:00,8733.000000,8714.800000,18.200000,3.000000
2026-01-07T23:23:00+00:00,8732.000000,8716.800000,15.200000,3.000000
2026-01-07T23:37:00+00:00,8723.000000,8714.000000,9.000000,3.000000
2026-01-07T23:49:00+00:00,8725.000000,8720.100000,4.900000,3.000000
2026-01-08T00:01:00+00:00,8724.000000,8718.500000,5.500000,3.000000
2026-01-08T00:13:00+00:00,8740.000000,8714.300000,25.700000,3.000000
2026-01-08T00:25:00+00:00,8738.000000,8715.300000,22.700000,3.000000
2026-01-08T00:40:00+00:00,8742.000000,8719.800000,22.200000,3.000000
2026-01-08T00:54:00+00:00,8739.000000,8714.300000,24.700000,3.000000
2026-01-08T01:08:00+00:00,8732.000000,8711.000000,21.000000,3.000000
2026-01-08T01:23:00+00:00,8730.000000,8709.300000,20.700000,3.000000
2026-01-08T01:35:00+00:00,8726.000000,8703.900000,22.100000,3.000000
2026-01-08T01:47:00+00:00,8731.000000,8694.200000,36.800000,3.000000
2026-01-08T01:59:00+00:00,8746.000000,8687.700000,58.300000,3.000000
2026-01-08T02:11:00+00:00,8759.000000,8680.200000,78.800000,3.000000
2026-01-08T02:23:00+00:00,8744.000000,8681.200000,62.800000,3.000000
2026-01-08T02:35:00+00:00,8742.000000,8693.900000,48.100000,3.000000
2026-01-08T02:47:00+00:00,8735.000000,8694.500000,40.500000,3.000000
2026-01-08T02:59:00+00:00,8740.000000,8693.100000,46.900000,3.000000
2026-01-08T03:11:00+00:00,8739.000000,8699.700000,39.300000,3.000000
2026-01-08T03:23:00+00:00,8741.000000,8706.400000,34.600000,3.000000
2026-01-08T03:35:00+00:00,8734.000000,8703.900000,30.100000,3.000000
2026-01-08T03:47:00+00:00,8733.000000,8709.400000,23.600000,3.000000
2026-01-08T04:02:00+00:00,8734.000000,8710.400000,23.600000,3.000000
2026-01-08T04:14:00+00:00,8733.000000,8708.100000,24.900000,3.000000
2026-01-08T04:26:00+00:00,8737.000000,8709.600000,27.400000,3.000000
2026-01-08T04:39:00+00:00,8739.000000,8708.400000,30.600000,3.000000
2026-01-08T04:52:00+00:00,8748.000000,8702.200000,45.800000,3.000000
2026-01-08T05:05:00+00:00,8746.000000,8699.600000,46.400000,3.000000
2026-01-08T05:17:00+00:00,8742.000000,8692.700000,49.300000,3.000000
2026-01-08T05:29:00+00:00,8735.000000,8695.700000,39.300000,3.000000
2026-01-08T06:21:00+00:00,8732.000000,8696.100000,35.900000,3.000000
2026-01-08T06:33:00+00:00,8739.000000,8699.700000,39.300000,3.000000
2026-01-08T06:45:00+00:00,8734.000000,8703.200000,30.800000,3.000000
2026-01-08T06:59:00+00:00,8735.000000,8704.800000,30.200000,3.000000
2026-01-08T07:11:00+00:00,8736.000000,8702.000000,34.000000,3.000000
2026-01-08T07:23:00+00:00,8741.000000,8696.300000,44.700000,3.000000
2026-01-08T07:35:00+00:00,8744.000000,8691.800000,52.200000,3.000000
2026-01-08T07:47:00+00:00,8741.000000,8695.900000,45.100000,3.000000
2026-01-08T07:59:00+00:00,8741.000000,8701.700000,39.300000,4.000000
2026-01-08T08:11:00+00:00,8737.000000,8697.300000,39.700000,4.000000
2026-01-08T08:23:00+00:00,8745.000000,8698.200000,46.800000,4.000000
2026-01-08T08:35:00+00:00,8745.000000,8698.700000,46.300000,4.000000
2026-01-08T08:47:00+00:00,8746.000000,8700.100000,45.900000,4.000000
2026-01-08T08:59:00+00:00,8746.000000,8697.300000,48.700000,4.000000
2026-01-08T09:18:00+00:00,8744.000000,8697.500000,46.500000,4.000000
2026-01-08T09:36:00+00:00,8750.000000,8698.000000,52.000000,4.000000
2026-01-08T09:54:00+00:00,8751.000000,8711.900000,39.100000,2.000000
2026-01-08T10:06:00+00:00,8749.000000,8707.700000,41.300000,1.000000
2026-01-08T10:18:00+00:00,8749.000000,8705.300000,43.700000,1.000000
2026-01-08T10:30:00+00:00,8746.000000,8704.100000,41.900000,1.000000
2026-01-08T10:42:00+00:00,8752.000000,8701.100000,50.900000,1.000000
2026-01-08T10:54:00+00:00,8749.000000,8701.200000,47.800000,1.000000
2026-01-08T11:06:00+00:00,8748.000000,8710.200000,37.800000,1.000000
2026-01-08T11:18:00+00:00,8743.000000,8719.200000,23.800000,1.000000
2026-01-08T11:30:00+00:00,8747.000000,8713.400000,33.600000,1.000000
2026-01-08T11:42:00+00:00,8748.000000,8721.200000,26.800000,1.000000
2026-01-08T11:54:00+00:00,8746.000000,8715.600000,30.400000,1.000000
2026-01-08T12:06:00+00:00,8740.000000,8708.700000,31.300000,1.000000
2026-01-08T12:18:00+00:00,8739.000000,8705.200000,33.800000,1.000000
2026-01-08T12:30:00+00:00,8743.000000,8697.200000,45.800000,1.000000
2026-01-08T12:43:00+00:00,8745.000000,8706.300000,38.700000,1.000000
2026-01-08T12:55:00+00:00,8745.000000,8717.700000,27.300000,1.000000
2026-01-08T13:07:00+00:00,8739.000000,8740.300000,-1.300000,1.000000
2026-01-08T13:19:00+00:00,8746.000000,8729.600000,16.400000,1.000000
2026-01-08T13:31:00+00:00,8749.000000,8718.700000,30.300000,1.000000
2026-01-08T13:43:00+00:00,8744.000000,8716.800000,27.200000,1.000000
2026-01-08T13:55:00+00:00,8744.000000,8713.700000,30.300000,1.000000
2026-01-08T14:07:00+00:00,8746.000000,8714.500000,31.500000,1.000000
2026-01-08T14:19:00+00:00,8744.000000,8714.300000,29.700000,1.000000
2026-01-08T14:31:00+00:00,8748.000000,8712.500000,35.500000,1.000000
2026-01-08T14:43:00+00:00,8759.000000,8713.100000,45.900000,1.000000
2026-01-08T14:56:00+00:00,8756.000000,8713.500000,42.500000,1.000000
2026-01-08T15:09:00+00:00,8769.000000,8709.800000,59.200000,1.000000
2026-01-08T15:21:00+00:00,8773.000000,8714.500000,58.500000,1.000000
2026-01-08T15:35:00+00:00,8766.000000,8715.400000,50.600000,1.000000
2026-01-08T15:47:00+00:00,8765.000000,8721.900000,43.100000,1.000000
2026-01-08T16:00:00+00:00,8773.000000,8727.300000,45.700000,2.000000
2026-01-08T16:12:00+00:00,8770.000000,8720.900000,49.100000,2.000000
2026-01-08T16:24:00+00:00,8768.000000,8715.600000,52.400000,2.000000
2026-01-08T16:36:00+00:00,8768.000000,8714.000000,54.000000,4.000000
2026-01-08T16:48:00+00:00,8775.000000,8714.700000,60.300000,4.000000
2026-01-08T17:00:00+00:00,8772.000000,8713.600000,58.400000,4.000000
2026-01-08T17:12:00+00:00,8772.000000,8708.300000,63.700000,3.000000
2026-01-08T17:24:00+00:00,8775.000000,8712.800000,62.200000,3.000000
2026-01-08T17:36:00+00:00,8775.000000,8715.100000,59.900000,3.000000
2026-01-08T17:50:00+00:00,8778.000000,8711.200000,66.800000,3.000000
2026-01-08T18:03:00+00:00,8774.000000,8713.100000,60.900000,3.000000
2026-01-08T18:15:00+00:00,8770.000000,8712.200000,57.800000,3.000000
2026-01-08T18:27:00+00:00,8770.000000,8722.700000,47.300000,3.000000
2026-01-08T18:39:00+00:00,8771.000000,8720.100000,50.900000,3.000000
2026-01-08T18:51:00+00:00,8772.000000,8718.400000,53.600000,3.000000
2026-01-08T19:06:00+00:00,8767.000000,8715.900000,51.100000,3.000000
2026-01-08T19:19:00+00:00,8765.000000,8719.800000,45.200000,3.000000
2026-01-08T19:31:00+00:00,8766.000000,8717.900000,48.100000,3.000000
2026-01-08T19:43:00+00:00,8760.000000,8723.100000,36.900000,3.000000
2026-01-08T19:55:00+00:00,8758.000000,8725.300000,32.700000,3.000000
2026-01-08T20:07:00+00:00,8763.000000,8725.500000,37.500000,3.000000
2026-01-08T20:23:00+00:00,8772.000000,8724.000000,48.000000,3.000000
2026-01-08T20:37:00+00:00,8776.000000,8726.100000,49.900000,3.000000
2026-01-08T20:50:00+00:00,8777.000000,8725.900000,51.100000,3.000000
2026-01-08T22:52:00+00:00,8781.000000,8725.700000,55.300000,3.000000
2026-01-08T23:05:00+00:00,8782.000000,8714.600000,67.400000,3.000000
2026-01-08T23:18:00+00:00,8764.000000,8715.700000,48.300000,3.000000
2026-01-08T23:30:00+00:00,8755.000000,8719.800000,35.200000,3.000000
2026-01-08T23:44:00+00:00,8736.000000,8720.400000,15.600000,3.000000
2026-01-09T00:00:00+00:00,8749.000000,8720.400000,28.600000,3.000000
2026-01-09T00:13:00+00:00,8757.000000,8716.000000,41.000000,3.000000
2026-01-09T00:27:00+00:00,8760.000000,8723.000000,37.000000,3.000000
2026-01-09T00:39:00+00:00,8765.000000,8723.100000,41.900000,3.000000
2026-01-09T00:54:00+00:00,8760.000000,8721.600000,38.400000,3.000000
2026-01-09T01:06:00+00:00,8763.000000,8724.100000,38.900000,3.000000
2026-01-09T01:18:00+00:00,8764.000000,8724.200000,39.800000,3.000000
2026-01-09T01:30:00+00:00,8760.000000,8723.900000,36.100000,3.000000
2026-01-09T01:42:00+00:00,8761.000000,8731.800000,29.200000,3.000000
2026-01-09T01:54:00+00:00,8761.000000,8733.100000,27.900000,3.000000
2026-01-09T02:06:00+00:00,8763.000000,8737.900000,25.100000,3.000000
2026-01-09T02:18:00+00:00,8754.000000,8749.800000,4.200000,3.000000
2026-01-09T02:30:00+00:00,8753.000000,8741.300000,11.700000,3.000000
2026-01-09T02:42:00+00:00,8754.000000,8744.800000,9.200000,3.000000
2026-01-09T02:54:00+00:00,8749.000000,8741.900000,7.100000,3.000000
2026-01-09T03:06:00+00:00,8746.000000,8747.900000,-1.900000,3.000000
2026-01-09T03:18:00+00:00,8746.000000,8743.900000,2.100000,3.000000
2026-01-09T03:30:00+00:00,8738.000000,8748.800000,-10.800000,3.000000
2026-01-09T03:42:00+00:00,8738.000000,8751.900000,-13.900000,3.000000
2026-01-09T03:54:00+00:00,8737.000000,8745.400000,-8.400000,3.000000
2026-01-09T04:06:00+00:00,8732.000000,8749.000000,-17.000000,3.000000
2026-01-09T04:18:00+00:00,8729.000000,8750.900000,-21.900000,3.000000
